url,nodeID,keyValuePairs
usapartsdirect.com/canada/product_info.php?products_id=476945,_:node91d84f7fc241ef5b937d4bc310d85e,"{'Products ID': '476945', 'Capacity': '600GB', 'Ports': 'Dual Port', 'Interface Type': 'Serial Attached SCSI', 'Sub-Category': '10K', 'Type': 'Hard Drive - Hot-Swap', 'Part Number': '785413-001', 'Data Transfer Rate': '12GB/s', 'Generation': 'SAS', 'Spindle Speed': '10000RPM', 'Category': 'Proliant HardDrive'}"
usapartsdirect.com/product_info.php?cPath=&products_id=142639,_:node14a393bafe0fbf858ae6abfceba6031,"{'': '', 'Products ID': '142639', 'Technology': 'EDO RAM', 'Category': 'Proliant Memory', 'Server Model': 'HP Proliant', 'Guaranteed Genuine HP': 'Yes', 'Part Number': '281859-002', 'HP Serial Number': 'Yes', 'Sub-Category': 'Genuine HP Memory', 'Manufacturer': 'Hewlett-Packard', 'Compatibility': 'HP Proliant Servers', 'Generation': '128 MB', 'Capacity': '128 MB', 'HP Logo': 'Yes', 'Application': 'Server Memory'}"
usapartsdirect.com/product_info.php?cPath=&products_id=143283,_:nodea2e1b6fb79db571c9b458d65f3446247,"{'Products ID': '143283', 'Category': 'HP', 'Generation': '9000', 'Sub-Category': 'Power Supply', 'Part Number': 'A3639-69217'}"
usapartsdirect.com/product_info.php?cPath=&products_id=455197,_:node8e83d3f589648d775e4eb1f4742a81,"{'Speed': '3GB/s', 'Generation': 'SAS', 'Part Number': '504062-B21-5Pack', 'Products ID': '455197', 'Sub-Category': '10K', 'Type': 'Hard Drive - Hot-Swap', 'Category': 'Proliant HardDrive', 'Capacity': '146GB', 'Spindle Speed': '15000RPM', 'Interface Type': 'Serial Attached SCSI', 'Ports': 'Dual Port'}"
usapartsdirect.com/product_info.php?cPath=&products_id=455581,_:nodeb9469c9e21d660c4af8cd7dc55fac3d,"{'': '', 'Processor Type': 'Intel Xeon', 'Products ID': '455581', 'Process Technology': '45nm', 'Thermal Design Power': '80W', 'L1 Cache': '256KB', 'Category': 'Proliant Processor', 'L3 Cache': '8MB', 'QuickPath Interconnect': '6.40GT/s', '64-bit Processing': 'Yes', 'Part Number': '507674-B21', 'Sub-Category': 'Xeon', 'Product Type': 'Processor Board', 'L2 Cache': '1MB', 'Generation': 'G6', 'Processor Qty': '1', 'Processor Core': 'Quad-Core', 'Processor Socket': 'Socket B LGA-1366', 'Clock Speed': '2.93GHz'}"
usapartsdirect.com/product_info.php?cPath=129&products_id=15125,_:node629744ba704455d7a012765a90c69d48,"{'': '', 'Generation': '1000B', 'Part Number': '209816-001', 'Products ID': '15125', 'Sub-Category': 'Network Interface Card', 'Package Qty': '1', 'Category': 'HP Server', 'Max. Data Transfer Rate': '1000Mbps', 'Cabling Type': 'Ethernet 1000Base-SX', 'Dimensions (DxH)': '7.01 in x 2.76 in'}"
usapartsdirect.com/product_info.php?manufacturers_id=11&products_id=1180,_:node8d1d81f41e2f538692d61c3350bd20bf,"{'': '', 'Products ID': '1180', 'Category': 'Proliant Hard Drive', 'Height': '1 inch', 'Drive Capacity': '18 GB', 'Interface': 'Ultra2 SCSI', 'Rotational Speed': '10,000 rpm', 'Part Number': '104664-001', 'Data Storage Device Type': 'SAS (Server attached storage)', 'Sub-Category': '7.2K', 'Data Transfer Rate': '80MB / s', 'Additional Information': 'LVD - Low Voltage Differential', 'Generation': 'Ultra2 NHP', 'Hard Drive Device Type': 'Hard drive for server/storage unit (HP)', 'Manufacturer': 'HP/Compaq'}"
usapartsdirect.com/product_info.php?products_id=1202&currency=USD,_:node28baf637564faa5d4a77a80b532e75,"{'Products ID': '1202', 'Category': 'Proliant HardDrive', 'Height': '1 inch', 'Drive Capacity': '9.1GB', 'Interface': 'Ultra3 SCSI', 'Additional information': 'LVD - Low Voltage Differential', 'Rotational Speed': '10,000 rpm', 'Part Number': '176493-001', 'Data Storage Device Type': 'SAS (Server Attached Storage)', 'Sub-Category': '10K', 'Access time': '5.0ms', 'Generation': 'Ultra3', 'Hard Drive Device Type': 'Hard drive for server/storage unit (HP)', 'Manufacturer': 'HP/Compaq', 'Data Transfer Rate': '160MB'}"
usapartsdirect.com/product_info.php?products_id=13250,_:node8e70f6cc64833ca1a0ebb8464c96c831,"{'': '', 'Weight': '14.77 lbs', 'Interface Type': 'SCSI', 'Products ID': '13250', 'Category': 'Proliant', 'Platform': 'PC, Unix', 'Part Number': '402230-001', 'Sub-Category': 'TapeDrive', 'Enclosure Type': 'Internal', 'Generation': '35/70GB', 'Native Data Transfer Rate': '5 Mbps', 'Data Transfer Rate - Compressed': '10 Mbps', 'Compressed Capacity': '70GB', 'Native Capacity': '35GB', 'Tape Type': 'DLT'}"
usapartsdirect.com/product_info.php?products_id=143995&currency=USD,_:node673c944e58e5d511bfb042184270c60,"{'': '', 'Processor Socket': 'Socket PGA-940', 'Processor Core': 'Dual-Core', 'Product Type': 'Processor', 'Part Number': '383390-B21-2Pack', 'Generation': '1.8GHz', 'Category': 'Proliant Processor', 'Products ID': '143995', 'Processor Qty': '1', 'L2 Cache': '2MB', 'Sub-Category': 'Opteron', 'Clock Speed': '1.8GHz', 'Processor Type': 'AMD Opteron'}"
usapartsdirect.com/product_info.php?products_id=15403&currency=USD,_:noded48384c17f1343a09f96e836ecba739,"{'RAM (Installed)': '1GB', '': '', 'Cache Memory (installed)': '1MB', 'Products ID': '15403', 'Controller RAID Level': 'RAID 0, RAID 1, RAID 10, RAID 5', 'RAM Technology': 'DDR SDRAM', 'Category': 'Proliant Server', 'Chassis Form': 'Blade', 'Part Number': '347955-B21', 'Sub-Category': 'BL20', 'Networking Protocol': 'Ethernet, Fast Ethernet, Gigabit Etherne', 'Generation': 'G3', 'Hard Drive Type': 'Hot-swap', 'Model': 'ProLiant BL20p', 'RAM (maximum)': '8GB'}"
usapartsdirect.com/product_info.php?products_id=458313,_:node03ec52270609411dedf3cbd8cedafe,"{'Process Technology': '32nm', 'Processor Type': 'Intel Xeon', 'Products ID': '458313', 'Processor Qty': '1', 'L2 Cache': '6MB', 'Product Type': 'Processor', 'Thermal Design Power': '40W', 'Processor Socket': 'Socket J LGA-771', '64-bit Processing': 'Yes', 'Category': 'Proliant Processor', 'Generation': 'G5', 'Sub-Category': 'Intel Xeon', 'Processor Core': 'Dual-Core', 'Clock Speed': '3.0GHz', 'L1 Cache': '128KB', 'Bus Speed': '1333MHz', 'Part Number': '448373-B21'}"
usapartsdirect.com/product_info.php?products_id=458577&currency=USD,_:nodeed5b45eab6beab7df3caea9b92d35,"{'Capacity': '36GB', 'Manufacturer': 'Dell', 'Interface': 'Ultra3 SCSI', 'Pre-Failure Warranty': 'Yes', 'Seek Time': '4.9ms', 'Part Number': '4323U-5Pack', 'Backward Compatability': 'U2 Speeds', 'Generation': 'Ultra160', 'Data Transfer Rate': '160MB/s', 'Category': 'Dell HardDrive', 'Products ID': '458577', 'Sub-Category': '10K', 'Disk Size': '5.75 inches x 4.0 inches x 1.0 inch', 'Bytes/Sec': '512', 'Enclosure': 'Internal', 'Application': 'Server Storage', 'Spindle Speed': '10000RPM'}"
usapartsdirect.com/product_info.php?products_id=459027,_:node5aa22a4b70d87bc6435a14fdeac8e7b,"{'Products ID': '459027', 'Category': 'Seagate HardDrive', 'Cache': '64MB', 'Enclosure': 'Internal', 'Drive Dimensions': '2.5 inches x 1/3H (Low Profile)', 'Hot Swap Tray': 'Not Included', 'Pre-Failure Warranty': 'Yes', 'Part Number': 'ST9146853SS', 'Average Latency': '2.0ms', 'Sub-Category': '15K', 'Data Transfer Rate': '600MB/s', 'HotSwap': 'Yes', 'Spindle Speed': '15000RPM', 'Generation': 'SAS SFF', 'Capacity': '146GB', 'Interface': 'Serial Attached SCSI (SAS)', 'Manufacturer': 'Seagate'}"
www3.lenovo.com/nz/en/accessories-and-monitors/privacy-and-protection/privacy-filters-black/PRTCTR-BO-Privacy-Filter-for-Yoga-260/p/4XJ0L01578,_:node4d1abaeaf1a76a114bc382fa83ad13d0,"{'Warranty Period': 'One Year', 'Part Number': '4XJ0L01578', 'Width': '192mm', 'Height (US)': '11.8in', 'Warranty Types': 'Warranty Supplied by Vendor use www.3mscreens.com/lenovo', 'Height': '299mm', 'Width (US)': '7.6in', 'Depth': '0.3mm', 'Weight (US)': '0.06 lbs', 'Depth (US)': '0.03in', 'Weight': '0.03Kg'}"
play-asia.com/seagate-desktop-hdd-1tb-sata-6gbs/13/705g9v,_:node5719a89335ad70f8b098a8fd9eb8eb62,"{'Catalog No.\xa0': 'ST1000DM003', 'PAX-Code': 'PAX0004324596', 'Official Release Date\xa0': 'Sep 30, 2011', 'Item Code\xa0': '7636490025914', 'Product Measures': '18cm x 14cm x 6cm', 'Genre\xa0': 'Hard Drive (Internal)'}"
sillworks.com/product_info.php?manufacturers_id=13&products_id=470576,_:node2237436482f04de2652ed1017ccdeb8,"{'Capacity': '1TB', 'Form Factor': '3.5 inches x 1/3H (Internal)', 'Interface': 'Serial ATA', 'Pre-Failure Warranty': 'Yes', 'Hot Swap Tray': 'Not Included', 'Part Number': 'ST1000DM003-2Pack', 'Generation': 'SATA', 'Average Seek Time': '8.5ms', 'Category': 'Seagate HardDrive', 'Products ID': '470576', 'Sub-Category': 'Desktop', 'Data Transfer Rate': '600MB/s', 'Cache': '64MB', 'Spindle Speed': '7200RPM', 'Manufacturer': 'Seagate'}"
eclipsecomputers.com/Product/1Tb-Seagate-Barracuda-7200rpm-SATA3-64Mb-HardDrive/,_:nodeaf35534f390964d9b75d9913fba7f59,"{'EAN :': '7636490025914', 'Buffer :': '64Mb', 'Weight (kg) :': '1.50', 'Spin Speed :': '7200rpm', 'Capacity :': '1Tb', 'Access Time :': '', 'Bearing Type :': 'Fluid Ball', 'Model :': 'ST1000DM003', 'Item :': '1Tb Seagate Barracuda 7200rpm SATA3 64Mb HardDrive', 'Price :': 'Â£48.18', 'Interface :': 'SATA3 6.0Gb / s', 'Item Code :': 'HDS-1000DM3', 'Brand :': 'Seagate'}"
filmtools.com/seagate-1tb-7200rpm-64mb-st1000dm003,_:nodee786ae72bf1263b1b10e2799885ccb7,"{'Dimensions': '4.0 x 5.79 x 0.78"" (10.16 x 14.7 x 2.02 cm)', 'Cache': '64MB', 'Annual Failure Rate': '<1%', 'Random Write Seek Time': '<9.5 ms', 'Areal Density (avg)': '625 Gb/inÂ²', 'Random Read Seek Time': '<8.5 ms', 'Guaranteed Sectors': '1,953,525,168', 'Power': '2.0 (maximum start current, DC)', 'Average Latency (ms)': '4.16 ms', 'Rotational Speed': '7200 RPM', 'Weight': '14.1 oz (400 g)', 'Interface': 'SATA 6 Gb/s', 'Compatibility': 'Windows\xa0 Mac\xa0 Linux'}"
memory4less.com/seagate-barracuda-1tb-sata-6-0-gbps-hard-drive-st1000dm003,_:node5cb3b5bcda7115551f9e6f3df72068,"{'Cache': '64 MB', 'Average Seek Time': '8.5 ms', 'Product Type': 'Internal Hard Drive', 'Features': 'Seagate AcuTrac Technology Seagate OptiCache Technology Seagate SmartAlign Technology', 'Manufacturer Part #': 'ST1000DM003', 'Product Line': 'Barracuda', 'Manufacturer': 'Seagate', 'Form Factor': '3.5-inch', 'Spindle Speed': '7200 RPM', 'Capacity': '1 TB', 'Drive Interface Type': 'SATA 6.0 Gbps'}"
ncix.com/products/index.php?sku=69412&vpn=TL-SG1016D&manufacture=Others,_:node812a3748dd8e17814eec3ee8346df,"{'Green Compliance Certificate/Authority': 'RoHS', 'Total Number of Network Ports': '16', 'Power Source': 'Power Supply', 'ProductId': '1018406610', 'Height': '1.2""', 'Width': '11.6""', 'Network Technology': '10/100/1000Base-T', 'Ethernet Technology': 'Gigabit Ethernet Fast Ethernet', 'Layer Supported': '2', 'Green Compliant': 'Yes', 'Depth': '7.1""', 'Form Factor': 'Rack-mountable Desktop', 'Port/Expansion Slot Details': '16 x Gigabit Ethernet Network'}"
eclipsecomputers.com/Product/TP-Link-TL-SG1016D-16-Port-Gigabit-Ethernet-Switch/,_:node1fbe2ac1f069f6a3984c3068f64b6b8,"{'EAN :': '0845973020613', 'Price :': 'Â£60.72', 'Model :': 'TL-SG1016D', 'Brand :': 'TP-Link', 'Item :': 'TP-Link TL-SG1016D 16 Port Gigabit Ethernet Switch', 'Item Code :': 'NHT-TLSG1016D', 'Weight (kg) :': '6.00'}"
deltacctv.co.uk/wd-3tb-3-5-sata-surveillance-storage-purple-hard-drive-for-cctv-dvr-nvr-home-pc-system-wd30purx/,_:node3ba0d69ab9a26c10e9724e873bb872a,"{'Advance format (AF)': 'Yes', 'Buffer to host': '6 Gb/s', 'Host to/from drive (sustained)': '145 MB/s', 'Interface transfer rate (max)': '\xa0', 'Cache (MB)': '64', 'Form factor': '3.5 inch', 'Weight (kg)': '0.64', 'Formatted capacity': '3TB', 'Performance class / Rotational speed (RPM)': 'IntelliPower', 'Specification': '3TB', 'Model Number': 'WD30PURX'}"
play-asia.com/western-digital-wd-purple-3tb-sata-6gbs/13/708gzh,_:nodeadf23aad392ea1bc5e10ec9b288d940,"{'Catalog No.\xa0': 'WD30PURX', 'Official Release Date\xa0': 'Feb 26, 2014', 'Item Code\xa0': '0718037823300', 'Genre\xa0': 'Hard Drive (Internal)', 'Product Measures': '14.7cm x 10.16cm x 2.61cm', 'PAX-Code': 'PAX0006719726'}"
ncix.com/detail/western-digital-purple-3tb-sata3-91-94878.htm?promoid=1666,_:nodeeda14ad071d0af99736c17729f80978a,"{'Drive Interface': 'SATA', 'Drive Interface Standard': 'SATA/600', 'Limited Warranty': '3 Year', 'Height': '1""', 'Buffer': '64 MB', 'Weight (Approximate)': '1.40 lb', 'Drive Type': 'Internal', 'ProductId': '1027094882', 'Drive Width': '3.5""', 'Storage Capacity': '3 TB', 'Device Supported': 'Storage System', 'Wireless LAN': 'No', 'Width': '4""', 'Depth': '5.8""'}"
